id_pk,id_wniosku_fk,id_pracownika_fk,id_stanowiska_fk
57998,57998,30,1
57999,57999,38,5
58000,58000,33,4
58001,58001,38,9
58002,58002,19,6
58003,58003,6,9
58004,58004,39,7
58005,58005,16,2
58006,58006,25,2
58007,58007,15,6
58008,58008,41,7
58009,58009,18,3
58010,58010,8,8
58011,58011,47,8
58012,58012,28,2
58013,58013,49,7
58014,58014,37,3
58015,58015,27,10
58016,58016,33,2
58017,58017,19,8
58018,58018,33,2
58019,58019,45,8
58020,58020,25,2
58021,58021,44,5
58022,58022,41,4
58023,58023,20,8
58024,58024,37,7
58025,58025,21,7
58026,58026,10,7
58027,58027,39,9
58028,58028,5,5
58029,58029,4,2
58030,58030,22,9
58031,58031,4,5
58032,58032,26,1
58033,58033,8,7
58034,58034,44,5
58035,58035,33,10
58036,58036,22,7
58037,58037,44,7
58038,58038,6,4
58039,58039,13,8
58040,58040,33,3
58041,58041,38,4
58042,58042,28,8
58043,58043,45,9
58044,58044,3,3
58045,58045,7,7
58046,58046,48,8
58047,58047,24,10
58048,58048,50,5
58049,58049,7,6
58050,58050,38,3
58051,58051,40,6
58052,58052,50,5
58053,58053,50,2
58054,58054,29,6
58055,58055,17,2
58056,58056,11,8
58057,58057,46,6
58058,58058,27,7
58059,58059,21,2
58060,58060,43,10
58061,58061,1,3
58062,58062,9,3
58063,58063,24,4
58064,58064,42,10
58065,58065,29,10
58066,58066,40,9
58067,58067,17,9
58068,58068,17,5
58069,58069,32,10
58070,58070,41,9
58071,58071,25,1
58072,58072,36,1
58073,58073,43,6
58074,58074,9,6
58075,58075,27,2
58076,58076,21,2
58077,58077,12,6
58078,58078,19,7
58079,58079,29,1
58080,58080,27,9
58081,58081,3,1
58082,58082,5,7
58083,58083,2,10
58084,58084,47,6
58085,58085,29,8
58086,58086,46,9
58087,58087,29,6
58088,58088,14,4
58089,58089,29,9
58090,58090,8,4
58091,58091,44,1
58092,58092,20,5
58093,58093,13,9
58094,58094,2,2
58095,58095,1,4
58096,58096,29,4
58097,58097,42,4
58098,58098,8,5
58099,58099,23,8
58100,58100,22,8
58101,58101,43,6
58102,58102,32,5
58103,58103,33,3
58104,58104,1,7
58105,58105,26,6
58106,58106,17,7
58107,58107,47,3
58108,58108,45,10
58109,58109,19,5
58110,58110,28,7
58111,58111,25,1
58112,58112,4,3
58113,58113,3,6
58114,58114,49,8
58115,58115,36,10
58116,58116,27,7
58117,58117,19,7
58118,58118,13,1
58119,58119,6,7
58120,58120,15,10
58121,58121,10,8
58122,58122,27,9
58123,58123,30,7
58124,58124,7,6
58125,58125,10,8
58126,58126,34,2
58127,58127,6,5
58128,58128,5,3
58129,58129,43,5
58130,58130,22,2
58131,58131,7,8
58132,58132,4,4
58133,58133,36,9
58134,58134,23,4
58135,58135,23,1
58136,58136,2,3
58137,58137,4,6
58138,58138,28,1
58139,58139,14,2
58140,58140,46,7
58141,58141,22,6
58142,58142,39,9
58143,58143,3,9
58144,58144,5,7
58145,58145,13,3
58146,58146,26,6
58147,58147,35,9
58148,58148,13,6
58149,58149,2,3
58150,58150,3,5
58151,58151,30,5
58152,58152,7,10
58153,58153,46,9
58154,58154,47,10
58155,58155,8,7
58156,58156,34,5
58157,58157,23,8
58158,58158,46,1
58159,58159,25,8
58160,58160,32,8
58161,58161,46,3
58162,58162,23,10
58163,58163,21,2
58164,58164,29,8
58165,58165,4,8
58166,58166,5,8
58167,58167,45,9
58168,58168,17,4
58169,58169,6,2
58170,58170,50,3
58171,58171,23,8
58172,58172,32,9
58173,58173,29,1
58174,58174,16,5
58175,58175,45,9
58176,58176,33,10
58177,58177,11,2
58178,58178,46,9
58179,58179,7,2
58180,58180,33,6
58181,58181,39,6
58182,58182,23,4
58183,58183,48,2
58184,58184,40,9
58185,58185,23,7
58186,58186,16,9
58187,58187,50,10
58188,58188,46,2
58189,58189,17,9
58190,58190,30,8
58191,58191,23,6
58192,58192,38,5
58193,58193,11,7
58194,58194,13,2
58195,58195,19,3
58196,58196,2,3
58197,58197,45,8
58198,58198,37,7
58199,58199,3,8
58200,58200,4,6
58201,58201,50,4
58202,58202,46,4
58203,58203,25,5
58204,58204,47,6
58205,58205,28,4
58206,58206,16,8
58207,58207,20,3
58208,58208,49,2
58209,58209,13,2
58210,58210,49,10
58211,58211,32,7
58212,58212,29,7
58213,58213,47,3
58214,58214,48,5
58215,58215,31,5
58216,58216,16,8
58217,58217,36,3
58218,58218,21,1
58219,58219,4,6
58220,58220,35,10
58221,58221,41,6
58222,58222,37,10
58223,58223,21,3
58224,58224,23,9
58225,58225,42,10
58226,58226,32,7
58227,58227,41,8
58228,58228,46,2
58229,58229,20,5
58230,58230,22,7
58231,58231,41,3
58232,58232,10,10
58233,58233,8,9
58234,58234,5,8
58235,58235,30,7
58236,58236,4,6
58237,58237,14,2
58238,58238,45,6
58239,58239,5,10
58240,58240,35,7
58241,58241,9,6
58242,58242,12,10
58243,58243,33,8
58244,58244,15,2
58245,58245,39,10
58246,58246,22,8
58247,58247,50,8
58248,58248,49,10
58249,58249,27,3
58250,58250,27,4
58251,58251,50,7
58252,58252,31,9
58253,58253,37,4
58254,58254,20,1
58255,58255,37,6
58256,58256,31,2
58257,58257,25,5
58258,58258,33,2
58259,58259,24,6
58260,58260,36,9
58261,58261,21,2
58262,58262,5,2
58263,58263,39,4
58264,58264,44,10
58265,58265,32,2
58266,58266,29,3
58267,58267,40,9
58268,58268,8,1
58269,58269,28,6
58270,58270,16,4
58271,58271,20,1
58272,58272,42,8
58273,58273,17,6
58274,58274,4,4
58275,58275,15,5
58276,58276,14,6
58277,58277,8,10
58278,58278,7,5
58279,58279,19,10
58280,58280,29,8
58281,58281,31,4
58282,58282,5,3
58283,58283,45,9
58284,58284,6,8
58285,58285,48,6
58286,58286,34,10
58287,58287,24,7
58288,58288,37,9
58289,58289,40,9
58290,58290,2,2
58291,58291,4,8
58292,58292,49,9
58293,58293,6,6
58294,58294,29,6
58295,58295,20,8
58296,58296,40,1
58297,58297,36,3
58298,58298,14,9
58299,58299,37,3
58300,58300,33,9
58301,58301,50,10
58302,58302,32,9
58303,58303,24,1
58304,58304,17,3
58305,58305,29,7
58306,58306,9,8
58307,58307,25,1
58308,58308,6,5
58309,58309,4,5
58310,58310,46,10
58311,58311,16,1
58312,58312,23,6
58313,58313,37,4
58314,58314,18,8
58315,58315,35,7
58316,58316,2,3
58317,58317,40,10
58318,58318,41,2
58319,58319,30,5
58320,58320,42,9
58321,58321,16,5
58322,58322,33,6
58323,58323,38,10
58324,58324,44,1
58325,58325,19,7
58326,58326,44,2
58327,58327,49,2
58328,58328,34,9
58329,58329,39,2
58330,58330,19,6
58331,58331,21,7
58332,58332,6,4
58333,58333,38,7
58334,58334,45,2
58335,58335,30,10
58336,58336,27,5
58337,58337,47,8
58338,58338,41,2
58339,58339,28,9
58340,58340,35,10
58341,58341,4,7
58342,58342,17,7
58343,58343,12,4
58344,58344,4,2
58345,58345,17,6
58346,58346,40,3
58347,58347,16,7
58348,58348,38,2
58349,58349,12,7
58350,58350,11,3
58351,58351,44,1
58352,58352,27,6
58353,58353,10,8
58354,58354,5,7
58355,58355,41,4
58356,58356,19,1
58357,58357,33,8
58358,58358,23,4
58359,58359,41,6
58360,58360,46,7
58361,58361,37,6
58362,58362,10,2
58363,58363,30,5
58364,58364,16,9
58365,58365,49,4
58366,58366,40,7
58367,58367,46,1
58368,58368,41,1
58369,58369,42,10
58370,58370,45,6
58371,58371,2,5
58372,58372,7,8
58373,58373,24,4
58374,58374,4,7
58375,58375,47,3
58376,58376,34,5
58377,58377,4,8
58378,58378,8,10
58379,58379,30,7
58380,58380,32,2
58381,58381,21,4
58382,58382,22,1
58383,58383,20,9
58384,58384,44,1
58385,58385,47,4
58386,58386,17,2
58387,58387,22,5
58388,58388,15,7
58389,58389,26,4
58390,58390,4,2
58391,58391,16,5
58392,58392,37,4
58393,58393,17,7
58394,58394,37,3
58395,58395,18,3
58396,58396,40,9
58397,58397,14,5
58398,58398,27,7
58399,58399,17,8
58400,58400,22,3
58401,58401,32,2
58402,58402,5,5
58403,58403,27,9
58404,58404,27,8
58405,58405,19,9
58406,58406,22,2
58407,58407,31,8
58408,58408,14,6
58409,58409,10,7
58410,58410,17,3
58411,58411,2,5
58412,58412,13,2
58413,58413,28,5
58414,58414,40,1
58415,58415,36,5
58416,58416,40,7
58417,58417,45,9
58418,58418,31,7
58419,58419,30,8
58420,58420,25,3
58421,58421,43,1
58422,58422,36,2
58423,58423,32,8
58424,58424,47,2
58425,58425,7,6
58426,58426,2,3
58427,58427,7,8
58428,58428,45,4
58429,58429,41,4
58430,58430,9,9
58431,58431,38,9
58432,58432,46,6
58433,58433,7,9
58434,58434,20,9
58435,58435,45,6
58436,58436,43,7
58437,58437,10,3
58438,58438,37,2
58439,58439,10,5
58440,58440,45,10
58441,58441,29,8
58442,58442,25,8
58443,58443,43,10
58444,58444,31,1
58445,58445,35,6
58446,58446,31,3
58447,58447,7,2
58448,58448,40,5
58449,58449,22,4
58450,58450,40,1
58451,58451,37,8
58452,58452,32,10
58453,58453,5,5
58454,58454,46,8
58455,58455,41,6
58456,58456,5,7
58457,58457,8,7
58458,58458,44,8
58459,58459,40,9
58460,58460,14,1
58461,58461,25,1
58462,58462,31,1
58463,58463,16,8
58464,58464,15,10
58465,58465,5,6
58466,58466,14,9
58467,58467,47,8
58468,58468,19,9
58469,58469,36,5
58470,58470,3,8
58471,58471,43,10
58472,58472,23,10
58473,58473,30,3
58474,58474,41,2
58475,58475,40,6
58476,58476,44,6
58477,58477,45,4
58478,58478,7,10
58479,58479,10,1
58480,58480,19,5
58481,58481,14,10
58482,58482,39,6
58483,58483,13,6
58484,58484,31,10
58485,58485,13,3
58486,58486,6,6
58487,58487,8,1
58488,58488,49,1
58489,58489,26,3
58490,58490,31,10
58491,58491,37,9
58492,58492,11,4
58493,58493,28,4
58494,58494,21,9
58495,58495,26,5
58496,58496,5,9
58497,58497,41,4
58498,58498,20,2
58499,58499,18,5
58500,58500,9,9
58501,58501,4,1
58502,58502,33,1
58503,58503,4,1
58504,58504,3,9
58505,58505,28,7
58506,58506,36,5
58507,58507,4,1
58508,58508,21,5
58509,58509,26,10
58510,58510,5,10
58511,58511,32,6
58512,58512,28,3
58513,58513,46,7
58514,58514,11,1
58515,58515,49,8
58516,58516,36,5
58517,58517,35,1
58518,58518,38,10
58519,58519,33,3
58520,58520,43,10
58521,58521,32,5
58522,58522,20,4
58523,58523,25,1
58524,58524,15,9
58525,58525,31,3
58526,58526,7,7
58527,58527,39,10
58528,58528,29,2
58529,58529,42,10
58530,58530,15,7
58531,58531,7,4
58532,58532,27,3
58533,58533,11,5
58534,58534,47,1
58535,58535,16,9
58536,58536,16,9
58537,58537,15,10
58538,58538,27,4
58539,58539,22,10
58540,58540,9,9
58541,58541,3,10
58542,58542,50,1
58543,58543,34,8
58544,58544,30,5
58545,58545,19,6
58546,58546,12,6
58547,58547,8,4
58548,58548,39,7
58549,58549,34,3
58550,58550,7,10
58551,58551,20,7
58552,58552,39,7
58553,58553,37,9
58554,58554,6,3
58555,58555,12,9
58556,58556,15,9
58557,58557,40,2
58558,58558,13,8
58559,58559,49,7
58560,58560,19,9
58561,58561,47,10
58562,58562,42,10
58563,58563,31,8
58564,58564,26,2
58565,58565,39,3
58566,58566,24,5
58567,58567,1,1
58568,58568,32,2
58569,58569,40,2
58570,58570,25,7
58571,58571,3,7
58572,58572,25,3
58573,58573,36,4
58574,58574,20,9
58575,58575,41,9
58576,58576,21,2
58577,58577,50,9
58578,58578,5,5
58579,58579,23,8
58580,58580,11,9
58581,58581,26,8
58582,58582,44,1
58583,58583,45,3
58584,58584,1,3
58585,58585,24,6
58586,58586,17,8
58587,58587,48,7
58588,58588,20,7
58589,58589,38,3
58590,58590,21,3
58591,58591,12,7
58592,58592,22,1
58593,58593,33,5
58594,58594,8,7
58595,58595,40,3
58596,58596,9,4
58597,58597,41,5
58598,58598,5,9
58599,58599,7,8
58600,58600,47,2
58601,58601,17,8
58602,58602,17,1
58603,58603,31,8
58604,58604,15,4
58605,58605,21,4
58606,58606,39,4
58607,58607,40,2
58608,58608,35,2
58609,58609,11,2
58610,58610,12,4
58611,58611,23,3
58612,58612,49,5
58613,58613,7,8
58614,58614,41,8
58615,58615,18,1
58616,58616,33,5
58617,58617,17,4
58618,58618,9,7
58619,58619,32,7
58620,58620,31,2
58621,58621,50,2
58622,58622,27,9
58623,58623,38,1
58624,58624,25,9
58625,58625,35,8
58626,58626,5,10
58627,58627,47,9
58628,58628,49,3
58629,58629,41,3
58630,58630,2,1
58631,58631,3,5
58632,58632,15,8
58633,58633,17,3
58634,58634,14,8
58635,58635,43,3
58636,58636,2,4
58637,58637,33,4
58638,58638,9,4
58639,58639,18,3
58640,58640,34,7
58641,58641,41,1
58642,58642,42,10
58643,58643,6,8
58644,58644,7,4
58645,58645,36,5
58646,58646,33,5
58647,58647,47,10
58648,58648,12,3
58649,58649,46,3
58650,58650,36,5
58651,58651,38,5
58652,58652,42,4
58653,58653,31,6
58654,58654,25,10
58655,58655,12,10
58656,58656,48,9
58657,58657,27,6
58658,58658,41,4
58659,58659,9,2
58660,58660,13,1
58661,58661,31,5
58662,58662,18,5
58663,58663,47,8
58664,58664,13,4
58665,58665,43,9
58666,58666,40,5
58667,58667,47,5
58668,58668,2,5
58669,58669,4,2
58670,58670,14,8
58671,58671,46,9
58672,58672,25,4
58673,58673,50,9
58674,58674,17,3
58675,58675,23,7
58676,58676,4,8
58677,58677,45,4
58678,58678,46,7
58679,58679,19,5
58680,58680,45,2
58681,58681,23,4
58682,58682,32,8
58683,58683,38,6
58684,58684,8,8
58685,58685,18,2
58686,58686,3,8
58687,58687,23,6
58688,58688,23,9
58689,58689,2,6
58690,58690,37,9
58691,58691,32,5
58692,58692,4,10
58693,58693,9,9
58694,58694,35,7
58695,58695,50,3
58696,58696,44,3
58697,58697,29,3
58698,58698,17,3
58699,58699,11,1
58700,58700,50,9
58701,58701,46,4
58702,58702,43,3
58703,58703,15,6
58704,58704,29,8
58705,58705,5,2
58706,58706,9,2
58707,58707,37,8
58708,58708,50,6
58709,58709,19,4
58710,58710,18,1
58711,58711,32,2
58712,58712,1,3
58713,58713,21,5
58714,58714,11,9
58715,58715,4,1
58716,58716,18,6
58717,58717,32,7
58718,58718,23,2
58719,58719,29,10
58720,58720,14,4
58721,58721,11,2
58722,58722,29,10
58723,58723,40,6
58724,58724,45,1
58725,58725,42,7
58726,58726,45,8
58727,58727,26,8
58728,58728,43,2
58729,58729,46,4
58730,58730,15,2
58731,58731,43,2
58732,58732,5,3
58733,58733,19,6
58734,58734,34,3
58735,58735,11,10
58736,58736,14,7
58737,58737,24,10
58738,58738,15,8
58739,58739,50,7
58740,58740,16,7
58741,58741,5,1
58742,58742,10,5
58743,58743,48,8
58744,58744,37,6
58745,58745,10,5
58746,58746,34,3
58747,58747,17,3
58748,58748,26,10
58749,58749,20,1
58750,58750,14,9
58751,58751,8,1
58752,58752,48,3
58753,58753,12,4
58754,58754,7,8
58755,58755,23,5
58756,58756,29,10
58757,58757,3,10
58758,58758,41,9
58759,58759,15,9
58760,58760,30,3
58761,58761,40,2
58762,58762,2,5
58763,58763,18,10
58764,58764,37,8
58765,58765,16,7
58766,58766,44,6
58767,58767,29,6
58768,58768,48,6
58769,58769,3,6
58770,58770,22,4
58771,58771,36,6
58772,58772,2,1
58773,58773,10,6
58774,58774,23,3
58775,58775,34,10
58776,58776,8,5
58777,58777,24,7
58778,58778,31,10
58779,58779,49,6
58780,58780,48,10
58781,58781,3,4
58782,58782,33,3
58783,58783,49,9
58784,58784,26,6
58785,58785,48,2
58786,58786,19,9
58787,58787,13,7
58788,58788,43,9
58789,58789,7,5
58790,58790,24,9
58791,58791,15,1
58792,58792,27,4
58793,58793,50,8
58794,58794,39,4
58795,58795,45,10
58796,58796,28,9
58797,58797,5,7
58798,58798,9,9
58799,58799,42,1
58800,58800,18,4
58801,58801,26,10
58802,58802,26,5
58803,58803,28,7
58804,58804,28,7
58805,58805,41,8
58806,58806,46,8
58807,58807,6,2
58808,58808,30,6
58809,58809,13,9
58810,58810,31,5
58811,58811,35,7
58812,58812,48,2
58813,58813,40,5
58814,58814,35,9
58815,58815,33,7
58816,58816,18,7
58817,58817,27,6
58818,58818,49,1
58819,58819,49,6
58820,58820,30,8
58821,58821,7,1
58822,58822,40,9
58823,58823,16,6
58824,58824,45,4
58825,58825,22,2
58826,58826,11,8
58827,58827,44,7
58828,58828,10,7
58829,58829,47,2
58830,58830,18,1
58831,58831,34,6
58832,58832,40,1
58833,58833,11,8
58834,58834,50,5
58835,58835,32,8
58836,58836,25,5
58837,58837,33,10
58838,58838,16,9
58839,58839,23,3
58840,58840,35,10
58841,58841,11,4
58842,58842,40,1
58843,58843,24,3
58844,58844,42,6
58845,58845,8,1
58846,58846,20,6
58847,58847,27,5
58848,58848,2,1
58849,58849,46,6
58850,58850,38,10
58851,58851,11,3
58852,58852,23,10
58853,58853,25,10
58854,58854,39,10
58855,58855,1,8
58856,58856,5,8
58857,58857,40,6
58858,58858,21,3
58859,58859,50,7
58860,58860,46,4
58861,58861,43,7
58862,58862,26,8
58863,58863,18,1
58864,58864,21,1
58865,58865,36,8
58866,58866,11,10
58867,58867,29,8
58868,58868,26,5
58869,58869,40,9
58870,58870,26,7
58871,58871,6,3
58872,58872,26,7
58873,58873,24,5
58874,58874,33,7
58875,58875,17,2
58876,58876,5,10
58877,58877,6,2
58878,58878,30,9
58879,58879,49,9
58880,58880,48,3
58881,58881,23,8
58882,58882,45,1
58883,58883,27,8
58884,58884,46,7
58885,58885,1,9
58886,58886,3,4
58887,58887,13,9
58888,58888,33,4
58889,58889,25,3
58890,58890,27,8
58891,58891,23,2
58892,58892,29,2
58893,58893,32,9
58894,58894,9,2
58895,58895,25,9
58896,58896,18,7
58897,58897,34,8
58898,58898,43,10
58899,58899,26,5
58900,58900,17,2
58901,58901,7,4
58902,58902,25,1
58903,58903,43,3
58904,58904,6,5
58905,58905,33,3
58906,58906,48,4
58907,58907,22,5
58908,58908,17,4
58909,58909,15,8
58910,58910,19,8
58911,58911,40,9
58912,58912,38,8
58913,58913,47,3
58914,58914,24,2
58915,58915,30,1
58916,58916,10,7
58917,58917,35,7
58918,58918,37,3
58919,58919,24,6
58920,58920,15,3
58921,58921,45,7
58922,58922,43,6
58923,58923,3,7
58924,58924,28,4
58925,58925,22,9
58926,58926,22,7
58927,58927,44,4
58928,58928,9,8
58929,58929,16,3
58930,58930,24,5
58931,58931,9,4
58932,58932,49,10
58933,58933,42,5
58934,58934,10,1
58935,58935,45,2
58936,58936,23,1
58937,58937,34,9
58938,58938,47,9
58939,58939,34,6
58940,58940,37,8
58941,58941,45,4
58942,58942,9,10
58943,58943,13,7
58944,58944,1,3
58945,58945,36,9
58946,58946,37,3
58947,58947,32,1
58948,58948,8,9
58949,58949,20,4
58950,58950,19,6
58951,58951,7,2
58952,58952,22,3
58953,58953,18,9
58954,58954,47,9
58955,58955,42,8
58956,58956,38,9
58957,58957,30,6
58958,58958,38,8
58959,58959,10,8
58960,58960,18,8
58961,58961,30,10
58962,58962,49,6
58963,58963,36,3
58964,58964,32,7
58965,58965,22,4
58966,58966,20,3
58967,58967,44,3
58968,58968,1,8
58969,58969,13,4
58970,58970,2,9
58971,58971,48,6
58972,58972,7,3
58973,58973,29,7
58974,58974,42,9
58975,58975,5,2
58976,58976,8,6
58977,58977,24,4
58978,58978,50,4
58979,58979,9,9
58980,58980,23,4
58981,58981,4,9
58982,58982,25,8
58983,58983,28,10
58984,58984,5,1
58985,58985,28,2
58986,58986,20,6
58987,58987,12,4
58988,58988,50,7
58989,58989,26,6
58990,58990,45,8
58991,58991,46,3
58992,58992,34,8
58993,58993,46,9
58994,58994,34,8
58995,58995,45,10
58996,58996,17,2
58997,58997,13,9
58998,58998,26,3
58999,58999,17,4
59000,59000,33,10
59001,59001,10,9
59002,59002,5,6
59003,59003,25,10
59004,59004,33,9
59005,59005,5,1
59006,59006,2,4
59007,59007,1,4
59008,59008,41,1
59009,59009,13,7
59010,59010,16,1
59011,59011,13,5
59012,59012,6,3
59013,59013,41,2
59014,59014,47,7
59015,59015,32,7
59016,59016,18,8
59017,59017,8,4
59018,59018,25,7
59019,59019,15,8
59020,59020,44,4
59021,59021,10,8
59022,59022,42,8
59023,59023,39,7
59024,59024,13,5
59025,59025,4,4
59026,59026,43,2
59027,59027,37,6
59028,59028,19,2
59029,59029,7,1
59030,59030,22,7
59031,59031,9,1
59032,59032,34,8
59033,59033,32,6
59034,59034,19,10
59035,59035,23,2
59036,59036,21,3
59037,59037,11,4
59038,59038,5,10
59039,59039,25,4
59040,59040,33,8
59041,59041,1,2
59042,59042,33,3
59043,59043,21,4
59044,59044,12,5
59045,59045,16,6
59046,59046,43,3
59047,59047,44,7
59048,59048,16,6
59049,59049,22,10
59050,59050,14,6
59051,59051,38,1
59052,59052,17,3
59053,59053,28,1
59054,59054,18,3
59055,59055,45,8
59056,59056,13,2
59057,59057,38,5
59058,59058,34,10
59059,59059,38,8
59060,59060,16,8
59061,59061,46,4
59062,59062,15,7
59063,59063,9,9
59064,59064,18,3
59065,59065,25,7
59066,59066,13,3
59067,59067,16,4
59068,59068,21,7
59069,59069,38,8
59070,59070,25,9
59071,59071,20,8
59072,59072,34,6
59073,59073,3,8
59074,59074,17,10
59075,59075,15,8
59076,59076,7,2
59077,59077,7,10
59078,59078,18,8
59079,59079,16,3
59080,59080,42,7
59081,59081,10,3
59082,59082,22,9
59083,59083,40,2
59084,59084,49,7
59085,59085,9,2
59086,59086,25,4
59087,59087,20,6
59088,59088,16,10
59089,59089,15,2
59090,59090,21,10
59091,59091,36,7
59092,59092,31,1
59093,59093,48,7
59094,59094,38,3
59095,59095,27,2
59096,59096,15,8
59097,59097,23,8
59098,59098,27,3
59099,59099,44,5
59100,59100,11,3
59101,59101,48,1
59102,59102,21,4
59103,59103,25,1
59104,59104,41,10
59105,59105,13,5
59106,59106,11,3
59107,59107,40,3
59108,59108,17,2
59109,59109,16,8
59110,59110,23,2
59111,59111,7,4
59112,59112,27,5
59113,59113,34,4
59114,59114,32,7
59115,59115,32,8
59116,59116,25,8
59117,59117,42,8
59118,59118,16,6
59119,59119,25,10
59120,59120,11,2
59121,59121,26,4
59122,59122,40,7
59123,59123,49,7
59124,59124,23,5
59125,59125,10,10
59126,59126,34,1
59127,59127,47,2
59128,59128,16,8
59129,59129,32,4
59130,59130,36,3
59131,59131,49,1
59132,59132,40,10
59133,59133,19,6
59134,59134,21,1
59135,59135,33,2
59136,59136,3,5
59137,59137,13,10
59138,59138,26,7
59139,59139,43,3
59140,59140,49,9
59141,59141,36,7
59142,59142,46,2
59143,59143,18,8
59144,59144,9,5
59145,59145,38,8
59146,59146,47,6
59147,59147,23,6
59148,59148,28,8
59149,59149,29,2
59150,59150,15,4
59151,59151,42,8
59152,59152,7,1
59153,59153,48,5
59154,59154,37,8
59155,59155,19,6
59156,59156,4,2
59157,59157,23,1
59158,59158,24,7
59159,59159,14,4
59160,59160,28,5
59161,59161,19,3
59162,59162,19,7
59163,59163,14,2
59164,59164,18,7
59165,59165,28,4
59166,59166,35,8
59167,59167,2,2
59168,59168,32,1
59169,59169,16,6
59170,59170,37,6
59171,59171,37,1
59172,59172,47,5
59173,59173,37,8
59174,59174,26,4
59175,59175,43,5
59176,59176,33,8
59177,59177,32,9
59178,59178,48,2
59179,59179,10,1
59180,59180,13,5
59181,59181,2,5
59182,59182,47,8
59183,59183,16,7
59184,59184,35,6
59185,59185,44,1
59186,59186,19,1
59187,59187,16,8
59188,59188,37,3
59189,59189,16,7
59190,59190,3,4
59191,59191,41,2
59192,59192,23,2
59193,59193,37,4
59194,59194,7,6
59195,59195,9,4
59196,59196,2,2
59197,59197,26,10
59198,59198,1,5
59199,59199,27,4
59200,59200,23,9
59201,59201,48,4
59202,59202,3,1
59203,59203,14,9
59204,59204,3,6
59205,59205,26,4
59206,59206,31,10
59207,59207,29,3
59208,59208,43,4
59209,59209,41,10
59210,59210,49,3
59211,59211,33,4
59212,59212,4,4
59213,59213,12,10
59214,59214,50,9
59215,59215,3,6
59216,59216,26,9
59217,59217,37,8
59218,59218,46,3
59219,59219,33,1
59220,59220,31,3
59221,59221,28,9
59222,59222,44,9
59223,59223,5,5
59224,59224,3,1
59225,59225,14,9
59226,59226,4,3
59227,59227,40,2
59228,59228,27,6
59229,59229,4,7
59230,59230,42,5
59231,59231,48,3
59232,59232,33,1
59233,59233,43,6
59234,59234,31,9
59235,59235,38,3
59236,59236,6,9
59237,59237,47,8
59238,59238,47,3
59239,59239,4,9
59240,59240,48,10
59241,59241,38,3
59242,59242,37,3
59243,59243,32,7
59244,59244,42,10
59245,59245,16,10
59246,59246,48,10
59247,59247,9,4
59248,59248,28,9
59249,59249,16,7
59250,59250,7,6
59251,59251,10,1
59252,59252,35,8
59253,59253,2,6
59254,59254,35,10
59255,59255,25,3
59256,59256,23,1
59257,59257,7,10
59258,59258,4,7
59259,59259,2,2
59260,59260,11,9
59261,59261,27,5
59262,59262,24,2
59263,59263,45,4
59264,59264,43,8
59265,59265,5,4
59266,59266,49,1
59267,59267,38,7
59268,59268,34,5
59269,59269,13,9
59270,59270,15,1
59271,59271,45,1
59272,59272,49,6
59273,59273,2,9
59274,59274,45,1
59275,59275,29,9
59276,59276,18,6
59277,59277,32,8
59278,59278,17,10
59279,59279,39,5
59280,59280,29,5
59281,59281,26,6
59282,59282,44,5
59283,59283,49,10
59284,59284,8,9
59285,59285,15,9
59286,59286,28,1
59287,59287,13,1
59288,59288,41,5
59289,59289,44,8
59290,59290,34,1
59291,59291,46,4
59292,59292,14,7
59293,59293,33,8
59294,59294,24,6
59295,59295,31,2
59296,59296,20,10
59297,59297,9,1
59298,59298,48,10
59299,59299,16,10
59300,59300,47,6
59301,59301,32,9
59302,59302,11,3
59303,59303,5,4
59304,59304,38,2
59305,59305,48,5
59306,59306,24,5
59307,59307,15,3
59308,59308,40,7
59309,59309,18,2
59310,59310,24,4
59311,59311,10,1
59312,59312,31,8
59313,59313,7,8
59314,59314,42,1
59315,59315,20,5
59316,59316,24,10
59317,59317,15,1
59318,59318,26,10
59319,59319,33,2
59320,59320,47,3
59321,59321,15,8
59322,59322,14,4
59323,59323,4,1
59324,59324,29,4
59325,59325,12,1
59326,59326,8,7
59327,59327,42,5
59328,59328,17,7
59329,59329,5,10
59330,59330,33,10
59331,59331,49,8
59332,59332,41,8
59333,59333,17,4
59334,59334,17,8
59335,59335,40,10
59336,59336,2,3
59337,59337,46,7
59338,59338,38,8
59339,59339,20,7
59340,59340,39,6
59341,59341,38,2
59342,59342,21,2
59343,59343,25,8
59344,59344,12,9
59345,59345,29,2
59346,59346,47,9
59347,59347,20,7
59348,59348,30,2
59349,59349,48,9
59350,59350,34,3
59351,59351,46,3
59352,59352,45,2
59353,59353,24,2
59354,59354,13,1
59355,59355,17,5
59356,59356,24,4
59357,59357,13,9
59358,59358,17,1
59359,59359,31,1
59360,59360,17,3
59361,59361,17,3
59362,59362,29,3
59363,59363,19,5
59364,59364,46,7
59365,59365,44,3
59366,59366,29,9
59367,59367,49,10
59368,59368,28,1
59369,59369,20,2
59370,59370,32,7
59371,59371,34,9
59372,59372,18,9
59373,59373,23,6
59374,59374,15,8
59375,59375,42,6
59376,59376,30,4
59377,59377,38,1
59378,59378,43,8
59379,59379,35,5
59380,59380,43,2
59381,59381,15,10
59382,59382,40,1
59383,59383,24,8
59384,59384,22,3
59385,59385,2,7
59386,59386,1,4
59387,59387,46,5
59388,59388,46,7
59389,59389,33,4
59390,59390,18,4
59391,59391,8,2
59392,59392,46,2
59393,59393,36,8
